agent_x,agent_y,pipe_gap,pipe_top,pipe_bottom,timestep_count
42.32303342975196,380.2857225639665,192.7505702674916,316.8221997218553,124.0716294543637,5784
50.379101072455796,39.98996632720115,128.38273850394467,219.0237575991778,90.64101909523313,8372
2.3260478554256765,387.96394086479773,216.45646322889954,255.4299345976205,38.97347136872095,5361
112.11990619990758,246.9926038510866,164.3501458752343,166.01531966946175,1.6651737942274707,8716
69.13937710362887,55.797544260816736,88.94613705431148,202.90440364671724,113.95826659240578,239
10.238527102208751,247.3544037332349,110.2610299390504,395.14133412482437,284.8803041857739,1578
5.248896637359743,243.01794076057536,60.2436931902008,82.34538217497361,22.101688984772807,8842
109.1164197374252,323.35893924658444,91.88884952491549,121.98271694075603,30.09386741584055,9605
27.235877660939323,273.3054075301833,163.95921123669854,360.6271953964721,196.6679841597735,8276
102.75320543490237,103.51199264000677,176.35525910753975,246.06780195286603,69.7125428453263,3893
20.888553474384555,387.83385110582344,202.93134631322303,388.07713786742977,185.14579155420677,1045
67.56269760565262,368.74969400924675,40.884230484253,111.26476693380312,70.3805364495501,1066
108.61243875147645,337.8135394712606,196.3675459924219,306.2663793193929,109.898833326971,4937
40.31312591637559,112.3738038749523,148.07627562534663,183.57843123560036,35.50215561025375,2112
18.675164114119283,6.2545626964775725,119.92274944670324,230.52007935162845,110.59732990492523,2745
0.6239992349670711,326.18457138193367,186.81833314803765,342.22929637804395,155.41096323000627,5942
104.67199927200843,260.4308102007778,235.93048342833225,375.39590195357255,139.46541852524032,3154
7.182093582320671,124.39292868626488,96.7432639983123,318.00125220777886,221.2579882094666,8204
63.42050712079023,153.17074990151593,249.32405451182848,377.2349476211001,127.91089310927165,1078
63.42432332535307,308.3868719818244,136.53576074199623,274.25716797030714,137.72140722831094,5184
12.53066275173694,175.73460074630805,67.6057317511535,365.35241665900855,297.74668490785507,7458
35.52222586162491,203.4282764658811,234.18568784655795,275.5219073480769,41.336219501518954,6942
61.00204331708906,81.22448989390776,242.51344265168353,336.8267032837566,94.31326063207311,3207
99.49286580872412,249.74161925351729,89.7695498577005,122.49708157227406,32.72753171457356,3677
47.06562410935138,353.3121035675473,96.54542495724465,133.59357336877665,37.048148411532,5642
35.93439267182062,44.02076981107071,73.79269835989824,213.1183775971402,139.32567923724199,5914
34.440282171857284,65.8623412571767,146.0451029726043,269.17004842487006,123.12494545226579,713
106.54879654211466,129.2811728083021,142.4345867314344,323.5079554149076,181.07336868347323,5282
7.332823923314916,101.56616557373788,78.26275082990989,302.2897721587633,224.02702132885338,7604
33.99924900929497,113.93619775098705,28.70531957566974,255.0333141588053,226.32799458313553,4787
46.44718250496013,13.220293160219354,101.43681453429718,290.8307727127885,189.3939581784913,5299
59.99560791483641,179.11326582923667,150.4827690208334,298.3708143736434,147.88804535280997,3560
86.06301653214508,95.05501759695987,191.85905827239887,268.40978586811156,76.55072759571267,2981
111.12681492111726,159.52977697782123,212.67792207977462,362.2255897893628,149.5476677095882,9389
57.42646177170121,278.3251227163527,222.57267793603788,280.4066935889092,57.834015652871315,6596
80.35989716549601,323.8004184558862,102.28517300084813,130.91835827040555,28.633185269557423,8730
78.07596440557865,154.69413852021495,241.06827734186933,262.92471789656463,21.856440554695283,8205
83.07942147420725,83.62864829508547,147.78172182330553,323.27126500832776,175.4895431850222,312
74.57819720186224,326.88888008048633,151.0273915374731,282.89587760445403,131.8684860669809,2099
112.57666807264545,386.16774051551744,151.75725505127502,370.8653236761015,219.1080686248265,7208
38.310366388503176,139.68382984506437,191.32554021337648,378.5295390780179,187.2039988646414,6345
45.70941836480748,355.1080395043839,220.819113909133,388.4670212312656,167.64790732213265,5589
101.53662330355995,242.57162386383598,22.170504181524596,60.50944606252031,38.33894188099572,148
110.02401355335085,113.56838989498628,92.06587104127685,241.60291926222757,149.5370482209507,1006
25.342431969043254,284.8716885390144,75.99078464924482,181.42328552520172,105.43250087595692,4037
41.41097265786317,297.6682092226249,190.14182212350252,254.7908985768359,64.64907645333336,4605
57.49599068277988,254.53304727435815,79.10898919091787,268.3932417114308,189.2842525205129,3486
