agent_x,agent_y,pipe_gap,timestep_count
42.32303342975196,338.8946310785679,157.06385424657745,7044
107.43071662432052,197.80681748774816,144.36530929708005,9557
82.71531542468878,78.18624425287433,102.844720106387,619
67.64840871426513,294.65671464403704,136.39818726348201,6393
17.630106369995328,167.4712542733183,106.16280596601364,6473
17.6273807979909,237.85099338099886,175.27179517284398,6105
6.563448175006539,42.90611606957553,217.06699755585703,1042
97.87790447256768,252.6335958063969,205.7070870947086,9078
67.9259963269826,149.42019557804974,100.40341191579036,6679
80.01220129095314,133.67589988739778,140.22300054837623,3418
2.3260478554256765,391.9662315111205,22.51488664685727,2529
109.59981329430536,172.9722571040989,225.3856408569478,5140
94.06601841044765,271.21535124629366,77.91341490105836,5341
23.994319506645205,251.09101422953643,124.0975926177011,3207
20.54622129440237,41.721420354063056,56.001905024471775,8671
20.724709613438023,299.17101482572644,180.03362309178442,7285
34.379373454427764,129.26368137343061,148.69024697893627,836
59.29747677444288,319.575819678694,106.09038241301873,3672
48.80978710655908,243.05631304615298,146.30570004289453,6368
32.908892842378734,126.83659598139583,59.82183465639895,159
69.13937710362887,142.51718413242838,203.05066998653336,6910
15.762806253680727,292.60294786654424,82.76635879730416,2912
33.01234528447965,220.02372604915274,165.1457984944118,8576
41.39888829218716,267.3404162685261,232.2584088873411,9601
51.53590821652506,63.32732843007531,29.106203593213845,6616
88.72488363741054,314.79066889136743,111.45801053684643,9583
22.56313738389465,128.1565275660139,51.840591284629916,6813
58.108491540738115,247.94450686306934,234.443219643836,1967
66.9428462814108,45.87193009680348,104.97827690210012,2232
5.248896637359743,128.5680964627868,70.34845869281042,5362
68.65256826486254,259.5469172266567,179.6484718619919,1402
19.269225976663943,109.68245291610023,148.1934978324513,5881
7.350830007336585,352.12487869992685,212.7970568909306,360
107.22406570962666,264.49135977736813,197.72408545859153,7024
109.1164197374252,348.11135731871826,250.02208529686885,9795
91.3489003371601,158.15628090044828,41.365624499016,999
34.42135591659089,13.59405704987,38.94437333213719,5927
11.036948882721378,230.45598534204112,234.1371248490014,238
77.31833199587373,135.67740109014892,245.55280484817848,8104
49.737231792574946,179.2753503689413,115.96570564069111,3204
13.790320537460007,272.4440855690995,127.58527980284276,7458
55.95499084257353,280.2658668283487,107.01279548157838,9368
3.8859028860196787,11.022565946326157,203.53410251887348,3403
102.75320543490237,307.7210691358454,201.90564203133343,4394
29.242137920801913,197.40756598243158,72.01904011585343,1962
74.86501813199996,222.67950932981998,110.59901464773526,4053
35.223351598103434,119.19767407594102,70.1350557806633,4119
58.767686393092625,168.3335144002324,31.003298221662497,7367
61.7782615657906,284.15005359173267,33.2446655190872,7216
20.888553474384555,310.6855211777034,54.6502573396231,637
109.56306293739512,154.84247246719121,27.05216030188342,9747
87.59000903980595,276.4470130605321,119.86934868120785,4953
106.16338039675337,103.21740067537522,35.10860444746887,4531
101.11549059832431,332.8090660710061,219.9890884234952,7325
67.56269760565262,243.92569556294612,188.05134666564854,6737
104.1717885576122,310.074606426758,204.93971099125608,9510
9.999652731866902,190.86194092713896,165.72530789271465,4133
22.146063453363407,91.64371399278211,176.67505031446987,5042
5.110683646890801,171.69244532545758,46.76476797166453,7157
36.76232737624887,152.5941577913283,33.72756505389381,1367
43.920533734911466,133.08661737606366,253.45453047852206,8373
30.662440590450238,84.86949909659134,108.01604934801571,2938
93.64733853416801,303.66685675192247,32.09972454032194,9859
40.31312591637559,34.5406645282242,57.67645412714068,3162
31.745599594674026,355.02437195433356,226.31261527229512,3681
61.324657396882074,70.0098891591014,68.56848768400337,6588
15.924437422148179,391.94946074061653,130.22192882006675,9518
90.64825882520648,395.38721923482973,177.52390789555844,1793
8.424222735814103,159.3548164964607,247.94479381579794,697
111.51822383585845,395.1284290529052,23.325829722075014,2756
87.26365893052228,347.62740691229055,135.06950067955108,8108
22.45487201336148,32.97211077866624,255.06351431947965,3402
0.6239992349670711,378.93142545144724,48.726397457716246,9364
92.14714141539626,17.00575436183769,49.197204980939695,8819
