agent_x,agent_y,pipe_gap,timestep_count
42.32303342975196,149.4563273866794,192.27960139363302,8247
107.43071662432052,133.1648384925613,63.54483096129593,7870
82.71531542468878,70.46156500114402,101.80696787129314,8190
67.64840871426513,242.90666804059518,176.5342302984451,581
17.630106369995328,190.64966420345155,133.77308530777725,8066
17.6273807979909,346.28039692960147,194.30276511783495,276
6.563448175006539,12.843832192823301,246.8450646885949,6192
97.87790447256768,257.5471710220505,47.50501830078661,7532
67.9259963269826,305.1795514046245,187.45798106994238,2149
80.01220129095314,303.79462767532283,74.36122072917902,7363
2.3260478554256765,354.42958683821007,117.81650766818635,7340
109.59981329430536,291.6134971317976,27.755603287653,4616
94.06601841044765,371.12402465907854,52.07414222107695,9138
23.994319506645205,133.0626399283566,95.46744021554032,9562
20.54622129440237,201.28376670061724,100.70865004796445,2711
20.724709613438023,5.63186531315627,232.3021110850546,1714
34.379373454427764,2.783034921316485,195.06784658689756,1575
59.29747677444288,96.05064818060795,249.43518049214168,3800
48.80978710655908,40.3228788556341,161.38087643911678,6807
32.908892842378734,104.08454717430145,77.04444077355103,3704
69.13937710362887,70.81731781135896,97.32658706150771,2617
15.762806253680727,11.408009935459296,95.48127789690423,1146
33.01234528447965,363.72165856241975,97.05266132852738,3148
41.39888829218716,3.28925255555661,178.8195448543885,3290
51.53590821652506,294.43285773483416,145.27067102933825,8017
88.72488363741054,60.859154767806615,110.96010602844805,6778
22.56313738389465,364.89184879984,55.18518541997712,5378
58.108491540738115,357.11837583595434,25.224842454346433,7828
66.9428462814108,261.5604585477029,71.64498391069546,8129
5.248896637359743,268.89365992024204,45.36325133660878,3664
68.65256826486254,2.1356567878754174,205.3650272811285,897
19.269225976663943,393.9486264454408,46.54951804407695,3666
7.350830007336585,351.13304143032576,190.91786400441333,2754
107.22406570962666,358.0424902920368,111.0154507871555,6804
109.1164197374252,263.69781482034875,37.31729997953113,3943
91.3489003371601,137.9147714618146,211.80429166585424,3044
34.42135591659089,357.4594596361923,156.79281457584074,4583
11.036948882721378,116.60677126047693,75.63971703580324,1550
77.31833199587373,225.08461733688114,231.14475714250963,2492
49.737231792574946,39.89238893755296,30.680962073450146,1775
13.790320537460007,368.7822520531001,67.62942753467205,9807
55.95499084257353,56.30818310848533,197.4830749621832,7391
3.8859028860196787,89.9587222921629,187.41319155313383,9985
102.75320543490237,223.25366325128599,88.26811971897682,375
29.242137920801913,305.6372000851926,34.63787058325681,4467
74.86501813199996,247.74052237451957,222.50642504508673,2716
35.223351598103434,92.85356512006247,94.03264258449701,9451
58.767686393092625,0.3772170109961337,66.18836592307059,4411
61.7782615657906,302.8602321229757,141.7905900771906,7202
20.888553474384555,394.0829303644375,234.81361903065758,891
109.56306293739512,323.96524812243615,30.27699237103658,4828
87.59000903980595,184.08264726264613,200.7297647752895,2121
106.16338039675337,361.50690455964263,155.10368179353532,1334
101.11549059832431,163.93906924734,120.4059915062288,1428
67.56269760565262,209.97363369738702,195.60298480879416,6389
104.1717885576122,190.8519069582733,247.93456416822522,2708
9.999652731866902,179.04954906620998,74.09266583439508,3611
22.146063453363407,310.0763077175623,53.90077815702023,6057
5.110683646890801,210.70756290779678,235.4400918725565,5502
36.76232737624887,126.68684881008643,177.87292627992366,4062
43.920533734911466,103.26326706339132,123.36470108862397,2028
30.662440590450238,15.098926786973355,155.28925858237082,4466
93.64733853416801,233.2780647532184,195.9648816215936,5546
40.31312591637559,91.98456616041368,202.43552809454926,7924
31.745599594674026,59.25356880655323,237.09502667327564,2274
61.324657396882074,261.5319855310711,120.73489817936695,7139
15.924437422148179,272.48370312861954,89.24497476457722,1003
90.64825882520648,300.86195690306636,170.9607669624027,6984
8.424222735814103,201.43075853543658,118.11178422996916,5967
111.51822383585845,357.62184208155463,160.32523513195878,8311
87.26365893052228,374.5371013592911,119.11664843560425,9336
22.45487201336148,322.94837591699576,56.107005656049175,5792
0.6239992349670711,254.23739280327487,130.78471339151417,4303
92.14714141539626,121.48838143647546,183.05660597808375,598
79.87487985478073,393.1779686480885,208.63097860956537,1889
82.37780998863157,109.65446687677533,136.42500132398504,2001
87.15354917551187,81.06276879617242,58.99614208965462,9300
8.36704564595221,176.8616455146331,117.86629947726585,2557
40.506627325502805,22.736228284955384,205.5653672066408,9124
13.093203726339658,391.3977858687163,117.43478786562919,6400
97.53068712394207,235.37342256656993,184.38126729059647,7653
70.43268833151404,222.7808366656701,139.7024288760292,2675
37.39147680834936,262.3185119598879,76.92865752581761,5943
7.182093582320671,198.80945911088267,207.89151989344555,7450
35.14100235386983,12.825406837816633,39.874375160682135,2203
36.745715389022415,244.9245155361587,143.87410673021554,4811
82.44549815220124,286.46955078257224,69.29828408144357,7235
72.04399426313908,166.69962424962125,35.827488335764656,3616
100.2550399111249,302.91822882847714,138.69240915164673,309
53.36028654330027,90.80051973536824,137.89666880064198,9750
13.514149791028093,88.51063642647361,186.82861279547012,8554
80.59666095619843,64.56679507502957,195.76116356024954,1894
85.96871049370941,148.79790391566473,191.75879133152364,7319
